Fecha del pedido,País,Total,Ganancia
04/10/2016,México,1858,798.8
04/10/2016,México,1404.48,210.28
14/11/2017,República Dominicana,446.4,-232.8
14/11/2017,República Dominicana,58.24,-10.96
14/11/2017,República Dominicana,2225.6,-390.4
14/11/2017,República Dominicana,575.04,-100.96
11/09/2018,México,696.48,208.68
11/09/2018,México,455,27
11/05/2017,Nicaragua,1054,158
11/05/2017,Nicaragua,1006.8,140.4
11/05/2017,Nicaragua,1277,357
23/03/2015,Nicaragua,222.4,93.2
21/06/2016,Brasil,2934.4,674.4
03/07/2018,Cuba,435,108
03/07/2018,Cuba,1467.2,337.2
03/07/2018,Cuba,86.4,31.8
03/07/2018,Cuba,3985.6,1792.8
10/07/2016,México,14208.3264,5665.5264
16/02/2018,Brasil,3302.2,1089
14/10/2015,México,968.06,95.06
27/06/2017,México,2520,730.8
27/06/2017,México,1019.4,91.2
04/08/2017,Nicaragua,311.4,139.8
04/08/2017,Nicaragua,122.4,52.2
07/05/2017,Nicaragua,244.4,68.4
22/05/2018,México,190.2,91.2
16/04/2017,México,308.8,40
16/04/2017,México,1137.6,147.6
06/12/2017,Brasil,373.2,48
19/09/2016,República Dominicana,215.04,15.84
29/11/2018,Brasil,494.4,197.4
19/09/2016,El Salvador,896.4,403.2
19/09/2016,El Salvador,1003.2,491.4
31/07/2017,Haití,213.6,-142.4
21/12/2016,México,616.68,-113.52
21/12/2016,México,649.6,311.2
21/12/2016,México,55.4,23.2
23/08/2015,México,2248.2,921.6
23/08/2015,México,335.6,46.8
23/08/2015,México,13952.4392,1509.2392
18/11/2016,El Salvador,1502.4,209.6
18/11/2016,El Salvador,5513.6,1488
16/06/2015,México,481.6,110.6
16/06/2015,México,931,176
05/09/2017,México,406.4,44.4
26/06/2017,México,651.6,71.6
25/05/2017,Argentina,882.24,117.44
25/05/2017,Argentina,1275.0556,-857.1444
25/05/2017,Argentina,210,-119.2
05/08/2018,República Dominicana,780.8,29.2
05/08/2018,República Dominicana,256,-48
27/11/2018,México,2302.2,621
15/04/2018,Colombia,869.4,339
15/04/2018,Colombia,745.6,328
15/04/2018,Colombia,17924,3047
15/04/2018,Colombia,1876.8,562.8
30/12/2015,Nicaragua,406.4,44.4
30/12/2015,Nicaragua,24294.4,5344
30/12/2015,Nicaragua,145.6,68.4
07/09/2016,Nicaragua,1337.6,655.2
31/07/2018,Guatemala,8763,3592.8
18/11/2015,Colombia,826.9428,362.7428
16/06/2017,Brasil,10579.798,1038.798
31/03/2016,México,3811.9608,1443.7608
31/03/2016,México,1147.2,297.6
23/06/2018,El Salvador,8066.8,3388
26/08/2018,México,2349,493
10/10/2017,Nicaragua,7731.2,2163.2
09/01/2017,República Dominicana,794.4,128.4
05/11/2016,Brasil,1982,436
05/11/2016,Brasil,4891.2,537.6
12/08/2018,México,152,19.6
12/10/2017,México,3419.4,546.6
31/05/2017,Brasil,440.8,158.4
07/10/2018,República Dominicana,5093.634,-587.366
07/10/2018,República Dominicana,6923.28,-13155.52
07/10/2018,República Dominicana,1550.08,-193.92
23/11/2018,Guatemala,110.4,18.6
23/11/2018,Guatemala,4845.2,581.2
12/06/2017,Bolivia,113.2,26.8
12/06/2017,Bolivia,1405.6,112
12/06/2017,Bolivia,490.8,122.4
12/06/2017,Bolivia,4878.8,975.6
12/06/2017,Bolivia,4097,1065
05/09/2016,México,752.8,60
06/01/2017,Argentina,1013.76,-270.84
06/01/2017,Argentina,314.28,-193.92
08/07/2015,México,241.56,-145.44
08/07/2015,México,596.4,291.6
16/10/2017,El Salvador,1176,470.4
16/10/2017,El Salvador,4929.6,837.6
16/10/2017,El Salvador,5541.6,110.4
16/10/2017,El Salvador,78.8,15.6
16/10/2017,El Salvador,587.4,164.4
04/06/2017,Nicaragua,98.4,39.2
04/06/2017,Nicaragua,1231.2,541.6
22/09/2017,El Salvador,1129.2,124.2
09/10/2016,Cuba,616,227.6
15/10/2017,Colombia,3101.6,185.6
05/09/2017,Brasil,540,37.8
05/12/2017,El Salvador,1523.2,365.4
05/12/2017,El Salvador,141.2,12.4
05/12/2017,El Salvador,8763,3592.8
09/11/2015,Uruguay,612.8,61.2
20/11/2016,Brasil,1384.8,553.6
29/12/2016,Venezuela,947.04,-316.16
29/12/2016,Venezuela,351.84,-0.16
29/12/2016,Venezuela,7648.2,-2167.2
29/12/2016,Venezuela,789.96,-474.04
29/12/2016,Venezuela,4877.28,-2845.92
22/03/2017,Cuba,1305.6,626.4
24/07/2016,México,3220,837
25/05/2017,Honduras,326.76,-81.84
03/12/2016,México,403.8,31.8
19/06/2018,Honduras,121.2,-60.8
19/06/2018,Honduras,5221.44,-522.16
06/12/2016,Brasil,484,222
04/10/2017,Haití,6303.36,-631.04
04/10/2017,Haití,631.68,-243.32
04/10/2017,Haití,253.56,42.16
11/12/2016,Guatemala,821.6,279.2
06/11/2018,Nicaragua,321.2,157.2
25/11/2018,Honduras,7275,1212
30/10/2017,Panamá,266.4,-88.8
25/10/2016,Brasil,1402,70
25/10/2016,Brasil,198.6,25.8
24/12/2015,México,226.4,54
24/12/2015,México,1002.6,420.6
24/12/2015,México,316.4,78.4
24/12/2015,México,774.2,224
23/04/2018,El Salvador,2226.4,88.8
02/09/2017,México,598.8,40.8
28/12/2016,Argentina,462.24,-123.36
26/09/2016,Honduras,256.68,38.28
15/10/2018,Cuba,2031.4,893.2
23/08/2016,Chile,3459,1072
23/08/2016,Chile,102,0
23/08/2016,Chile,52,19.6
23/08/2016,Chile,8499.2,1359.6
23/08/2016,Chile,877.6,114
05/12/2016,Cuba,648.8,214
05/12/2016,Cuba,987,483
05/12/2016,Cuba,5561,222
26/09/2018,México,1732.1288,465.1288
08/09/2016,México,320,99.2
11/04/2016,México,1405.2,27.6
06/12/2018,México,430,163
06/12/2018,México,266.4,44.4
06/12/2018,México,319.04,71.64
06/12/2018,México,588,158.4
06/12/2018,México,438,165.6
03/09/2018,República Dominicana,406.56,64.96
03/09/2018,República Dominicana,112.96,-15.84
06/09/2016,Brasil,337.2,3.2
06/09/2016,Brasil,4108,698
06/09/2016,Brasil,751.8,345.6
14/05/2015,Nicaragua,986.4,69
14/05/2015,Nicaragua,717,28.2
14/05/2015,Nicaragua,1470.4,323.2
14/05/2015,Nicaragua,5401,540
09/09/2018,El Salvador,296,59.2
09/09/2018,El Salvador,996,358
28/10/2016,México,934.2,373.2
04/09/2018,Chile,2010.8,361.6
12/06/2015,Guatemala,3440,1684
20/07/2017,Brasil,4892,929
21/11/2018,Cuba,10780.8,4527.6
21/11/2018,Cuba,112.4,32.4
21/11/2018,Cuba,186,61.2
21/11/2018,Cuba,10536.884,4412.884
26/04/2016,México,1047.6,31.2
22/05/2017,Cuba,805,88
22/05/2017,Cuba,4940.4,2124
22/05/2017,Cuba,64,24.8
18/08/2016,Guatemala,2078.4,852
18/08/2016,Guatemala,2768.64,968.84
03/04/2016,República Dominicana,1089.12,-163.68
03/04/2016,República Dominicana,3056,382
09/10/2015,República Dominicana,633.6,-48
06/06/2018,Guatemala,2646,1243
06/06/2018,Guatemala,1002.6,420.6
09/06/2016,México,5838.72,-146.28
09/06/2016,México,332.2,116.2
22/09/2018,Cuba,137.2,19.2
22/09/2018,Cuba,87.6,31.2
22/09/2018,Cuba,1592,238.4
29/11/2018,República Dominicana,1242.4,139.4
29/11/2018,República Dominicana,254.08,38.08
29/11/2018,República Dominicana,304.8,102.8
17/08/2016,Brasil,619.2,247.2
17/08/2016,Brasil,778.4,326.2
25/12/2015,Guatemala,498.4,0
30/05/2017,Chile,1028.4,390.6
30/05/2017,Chile,4544.8,136
30/05/2017,Chile,2612.4,182.4
30/05/2017,Chile,1456.8,597
30/05/2017,Chile,456,185.6
22/09/2016,Panamá,304.2,-25.8
22/11/2015,Guatemala,602.4,48
28/10/2015,Cuba,247.2,34.2
28/10/2015,Cuba,12747,2931.6
28/10/2015,Cuba,21907.2,10734.4
25/01/2015,México,317.2,101.2
25/11/2018,Honduras,664.976,-35.624
24/10/2016,México,1303.4,599.2
08/02/2018,México,6164,431
29/04/2015,México,1775.2,70.4
29/04/2015,México,219.6,28.2
07/09/2016,Brasil,3854.2,268.8
15/12/2016,México,873,-364
17/09/2018,México,1521,425.4
17/09/2018,México,2102.4,78.8
17/09/2018,México,1699.2,696.6
17/09/2018,México,303,90.6
17/09/2018,México,4083,448.8
30/05/2016,Brasil,4232.4,126.6
30/05/2016,Brasil,4738.4,284
24/12/2015,Guatemala,672.8,127.2
24/12/2015,Guatemala,8072.4,806.4
01/12/2016,Guatemala,783.2,219.2
01/12/2016,Guatemala,1467,396
01/12/2016,Guatemala,249.6,99.6
23/04/2015,Nicaragua,206.8,55.6
17/09/2018,Colombia,2279.6,364.4
17/09/2018,Colombia,283.8,70.8
17/09/2018,Colombia,693,304.8
17/09/2018,Colombia,2558.4,460.2
17/09/2018,Colombia,378,75.6
17/09/2018,Colombia,1633.8,408
13/01/2016,México,303.2,20.8
13/01/2016,México,1748.4,0
13/01/2016,México,2171,303
04/07/2018,Honduras,739.44,-160.56
04/07/2018,Honduras,913.32,-350.28
04/07/2018,Honduras,504.36,-151.44
04/07/2018,Honduras,1155.36,-577.84
28/02/2018,Cuba,2872.4436,656.0436
28/02/2018,Cuba,452.8,0
28/02/2018,Cuba,520,161.2
28/02/2018,Cuba,263.2,86.4
03/02/2017,Colombia,404,28
03/02/2017,Colombia,2561.6664,918.8664
06/03/2017,México,5859.8568,1807.4568
06/03/2017,México,3199.84,559.44
15/11/2016,República Dominicana,579.84,201.84
15/11/2016,República Dominicana,2294.4,0
24/09/2018,Brasil,646.8,239.2
28/05/2018,El Salvador,3420.8,0
07/04/2015,Brasil,697.8,111.6
06/09/2015,México,113,46.2
06/09/2015,México,196.6,53
06/09/2015,México,931,363
28/06/2018,Brasil,2485,1118
28/06/2018,Brasil,160.8,67.2
17/06/2016,México,648,272
05/06/2017,México,1283.04,-834.36
22/08/2017,México,887.04,55.44
22/08/2017,México,394.8,189.2
20/08/2017,México,168.6,75.8
23/06/2016,Nicaragua,1596.8,700.8
31/07/2017,México,199.92,-66.88
20/06/2018,Cuba,1095.2,437.6
20/06/2018,Cuba,352.8,3.4
20/06/2018,Cuba,140.4,64.2
10/07/2016,Nicaragua,280.4,14
16/01/2018,México,2841.6,1136.4
16/01/2018,México,3349.288,429.288
19/12/2017,Cuba,11057.6,5307.2
19/12/2017,Cuba,1838,882
19/12/2017,Cuba,1572.848,359.248
06/08/2018,Nicaragua,243,121.4
06/08/2018,Nicaragua,1615.9616,304.3616
24/04/2018,Perú,644.4,10.4
25/03/2015,República Dominicana,133.8,-59
17/11/2018,Nicaragua,5842,2395.2
17/11/2018,Nicaragua,3043,365
17/11/2018,Nicaragua,184.8,49.6
17/11/2018,Nicaragua,146.4,18.8
06/03/2016,Nicaragua,786.4,337.6
14/09/2016,México,19521.6,8978.4
14/09/2016,México,25500,3570
14/09/2016,México,155,77
16/05/2016,República Dominicana,1445.6,-199.4
16/05/2016,República Dominicana,120.96,-13.84
16/05/2016,República Dominicana,2102.88,-26.52
16/05/2016,República Dominicana,2917.92,-1653.68
23/10/2018,Colombia,1847.6,406.4
23/07/2017,Guatemala,12855.6,5270.4
18/07/2018,Brasil,227.6,86.4
18/12/2017,Nicaragua,1731.7296,482.1296
18/12/2017,Nicaragua,871.6,313.6
03/08/2017,Paraguay,1688.4,303.6
03/08/2017,Paraguay,1427.6,456.8
03/08/2017,Paraguay,1038,394.2
31/10/2016,Brasil,273.6,54.6
24/11/2017,Brasil,534,250.8
07/12/2016,Uruguay,335.2,63.2
29/11/2015,Panamá,38.4,-11.2
29/11/2015,Panamá,292.32,-24.48
29/08/2016,República Dominicana,1370.88,-342.72
10/10/2018,Cuba,6365.244,1326.244
10/10/2018,Cuba,2249.8,291.2
21/06/2015,Cuba,1093.8,426
21/06/2015,Cuba,3581.6,1289.2
28/06/2017,Brasil,284.8,22.4
28/06/2017,Brasil,10077.4048,2604.6048
23/08/2017,Cuba,2445.6,268.8
23/08/2017,Cuba,5224.8,1724
23/08/2017,Cuba,1176.2,247
12/08/2018,El Salvador,1315.2,92
12/08/2018,El Salvador,501.6,215.4
12/08/2018,El Salvador,595.2,5.4
12/08/2018,El Salvador,1255,363
07/12/2017,Panamá,393.6,-118.4
07/12/2017,Panamá,587.16,-381.84
07/12/2017,Panamá,1530.24,152.64
23/10/2018,México,445.6,52.8
23/10/2018,México,275.2,76.8
10/11/2016,República Dominicana,236.16,-56.24
09/12/2015,República Dominicana,4208.1732,-749.0268
09/12/2015,República Dominicana,746.24,-76.16
09/12/2015,República Dominicana,1328.8,248.8
16/04/2017,México,5096.96,-509.84
13/10/2016,Haití,278.64,-0.36
13/10/2016,Haití,153.12,-7.68
13/10/2016,Haití,76.8,-22.4
08/03/2017,Brasil,439.8,157.8
08/03/2017,Brasil,4566.6,775.8
01/07/2015,Perú,2493.72,-1579.68
02/06/2018,Honduras,187.2,-109.2
04/11/2016,México,3360.8,923.8
12/06/2016,México,330,36
12/06/2016,México,561.96,-112.84
18/10/2017,México,416,33.2
27/09/2015,Brasil,5137.704,916.104
27/09/2015,Brasil,195.2,56.6
02/06/2016,República Dominicana,464.16,156.36
02/06/2016,República Dominicana,676.16,253.36
02/06/2016,República Dominicana,3426.72,-7995.68
02/06/2016,República Dominicana,2101.12,367.52
02/06/2016,República Dominicana,1762.68,-1028.32
02/06/2016,República Dominicana,8459.04,740.04
02/06/2016,República Dominicana,1125.84,-2326.96
28/11/2016,Brasil,1855.2,315.2
13/12/2018,Brasil,1741.7096,118.5096
13/12/2018,Brasil,880.6,123.2
13/12/2018,Brasil,360,64.8
12/11/2017,Guatemala,2256,428.4
29/06/2016,México,187.2,72.8
05/06/2017,El Salvador,718.4,64
20/07/2015,Panamá,453.6,21.6
06/08/2018,Chile,2392.8,860.8
06/08/2018,Chile,5779,1675
20/02/2017,Brasil,202.56,-51.04
03/08/2017,El Salvador,3261.8632,647.0632
04/10/2016,Colombia,770,61.6
04/10/2016,Colombia,207.6,95.4
04/10/2016,Colombia,1376.8,468
08/07/2018,Cuba,4098,737
22/10/2018,República Dominicana,664.64,-124.96
22/10/2018,República Dominicana,4098.24,-819.96
22/10/2018,República Dominicana,247.68,52.08
22/10/2018,República Dominicana,2273.28,568.08
05/07/2016,Brasil,306.8,138
14/03/2017,República Dominicana,801.92,260.32
23/06/2018,Colombia,80,12
11/01/2017,República Dominicana,8509.872,3177.872
05/10/2016,Guatemala,504,216
26/04/2017,Panamá,401.4,-80.6
18/12/2017,Cuba,1753.6856,751.8856
09/12/2016,México,334.8,0
13/03/2017,República Dominicana,511.56,-528.84
04/10/2016,México,4036.8,362.4
24/11/2017,México,947.04,-0.36
16/09/2015,México,2062,536
14/11/2016,Brasil,10029.5008,1687.9008
14/11/2016,Brasil,872.2,8.4
25/05/2016,Brasil,354.4,145.2
25/05/2016,Brasil,8569.2,2227.6
25/05/2016,Brasil,463.2,60
15/10/2018,Brasil,3033,606.6
15/10/2018,Brasil,2367.6,472.8
25/06/2015,Colombia,220,74.4
14/12/2015,Colombia,3322.8,963.6
11/12/2017,Chile,151.6,22.4
11/12/2017,Chile,316.2,120
11/12/2017,Chile,2963.4,414.6
11/12/2017,Chile,6721.2,1881.6
30/10/2017,Brasil,1754.6836,629.2836
31/10/2018,El Salvador,9591.04,119.84
31/10/2018,El Salvador,780,39
31/10/2018,El Salvador,1647,115
10/08/2016,El Salvador,1025.4,133.2
04/10/2016,República Dominicana,572.8,-28.8
29/01/2016,Jamaica,1644.6,0
29/01/2016,Jamaica,317.6,85.6
29/01/2016,Jamaica,2176,500
29/01/2016,Jamaica,6358.0584,623.8584
29/01/2016,Jamaica,712,0
29/01/2016,Jamaica,376.4,30
29/01/2016,Jamaica,2662.2,52.8
31/03/2018,Panamá,696.24,-197.76
15/12/2016,Guatemala,1839.2,514.8
18/12/2016,Bolivia,4098.6,941.4
18/12/2016,Bolivia,13923.84,-1218.36
18/12/2016,Bolivia,559.2,206.8
05/05/2017,México,3576.8,142.4
05/05/2017,México,17310.72,-2380.28
20/04/2017,México,2463,393.6
27/07/2015,México,790,102.4
18/09/2016,Honduras,1055.52,123.12
22/02/2018,México,595.8,94.8
21/08/2018,Argentina,13115.52,-3061.08
21/08/2018,Argentina,405,-216
21/08/2018,Argentina,669.36,66.56
21/08/2018,Argentina,6348.48,-741.12
08/09/2018,Brasil,94,18.8
04/06/2015,Guatemala,276.6,135
18/09/2016,Colombia,104.8,48
18/09/2016,Colombia,164.8,34.4
09/09/2018,México,1831.36,480.56
09/09/2018,México,694,347
09/09/2018,México,44.8,19.6
28/09/2015,Nicaragua,940.2,121.8
06/07/2015,El Salvador,1155.8,335
06/07/2015,El Salvador,3240.6,324
06/07/2015,El Salvador,504,145.8
06/07/2015,El Salvador,196,46.4
06/07/2015,El Salvador,707.4,332.4
02/08/2016,Argentina,2551.68,382.08
02/08/2016,Argentina,130.32,-35.28
02/08/2016,Argentina,66.9,-99.1
17/08/2017,México,11840.272,4721.272
17/08/2017,México,68.8,30.8
17/08/2017,México,453,194
03/02/2016,México,1228.92,-676.48
27/11/2017,Venezuela,2112,-1232
22/05/2018,Bolivia,730.4,116.8
22/05/2018,Bolivia,3863,1699
29/11/2018,República Dominicana,182.56,15.96
29/11/2018,República Dominicana,192,14.4
29/11/2018,República Dominicana,149.44,-28.16
29/11/2018,República Dominicana,267.36,-27.24
29/11/2018,República Dominicana,2335.68,671.28
29/11/2018,República Dominicana,7382.88,-1661.52
06/05/2018,Cuba,268.2,2.4
25/10/2016,Panamá,159.48,-106.32
14/10/2015,Chile,975.2,9.6
05/12/2018,Argentina,2725.44,-545.76
05/12/2018,Argentina,648.12,-324.08
05/12/2018,Argentina,299.16,-105.24
05/12/2018,Argentina,28.08,2.68
28/11/2018,Honduras,2657.4,-974.6
31/10/2018,Cuba,367.6,176.4
01/01/2017,Brasil,1687.8,775.8
01/01/2017,Brasil,3859.2,1388.8
01/01/2017,Brasil,1344.6,334.8
12/06/2016,Brasil,1041.6,176.8
15/12/2015,Colombia,2824,28
01/11/2017,Honduras,123.12,-70.08
08/11/2016,Brasil,651.6,188.8
08/11/2016,Brasil,44.8,11.6
25/05/2016,Cuba,1752.4,332.8
09/04/2018,México,1218.4,474.4
19/11/2017,Martinica,582,121.2
24/04/2018,México,108.8,34.8
13/11/2018,México,2880.8268,1032.8268
13/11/2018,México,434.04,-224.36
13/11/2018,México,1243.2,459.2
13/11/2018,México,313.2,53.2
13/11/2018,México,643,128
13/11/2018,México,4670.4,700
13/11/2018,México,1319.4,-792
13/11/2018,México,1621.12,-101.68
13/11/2018,México,268.8,40
13/11/2018,México,175.2,42
21/12/2017,México,1035,361.8
21/12/2017,México,6586.72,82.32
21/12/2017,México,1882.56,-212.64
09/10/2018,Cuba,4040.4,1008
09/10/2018,Cuba,2796,167
09/10/2018,Cuba,3437.4,1649.4
06/12/2017,Honduras,576,-336
29/06/2015,Cuba,3192,1436.4
29/06/2015,Cuba,486,242.8
02/08/2018,República Dominicana,124,-23.4
27/06/2018,Brasil,1466,58.4
13/11/2018,México,1242.6,322.8
13/11/2018,México,72,33
13/11/2018,México,11876.4,235.8
23/12/2018,Colombia,5059.86,293.86
23/12/2018,Colombia,1300,403
30/08/2017,Panamá,504.12,16.72
30/08/2017,Panamá,236.4,39.2
09/09/2017,Cuba,9841.8,98.4
03/07/2016,México,731,197
28/11/2016,México,366,47
28/11/2016,México,938.4,281.4
28/11/2016,México,1434,616
28/11/2016,México,602.64,-60.36
03/11/2015,México,1780.8,-445.2
03/11/2015,México,76,11.2
13/10/2017,República Dominicana,1291.2,435.2
22/11/2017,Chile,900,63
22/11/2017,Chile,338.8,155.4
22/11/2017,Chile,3438,1065.6
22/11/2017,Chile,2468.4,517.8
22/11/2017,Chile,746.4,96.8
22/11/2017,Chile,731.6,263.2
01/10/2018,Panamá,964.2,-434.8
27/11/2017,México,3508.48,701.28
27/11/2017,México,1657,364
27/11/2017,México,914.24,159.84
29/07/2018,Honduras,102.24,-0.36
29/07/2018,Honduras,566.52,-170.08
12/09/2016,México,452.16,-0.24
12/09/2016,México,1533.6,659.2
30/11/2015,México,2438.08,396.08
30/11/2015,México,902,351
30/11/2015,México,2832.6,622.8
07/08/2015,Honduras,212.64,-141.76
07/08/2015,Honduras,93,-46.6
07/08/2015,Honduras,1969.68,98.48
29/10/2018,México,138.8,12.4
29/10/2018,México,220.4,79.2
14/09/2015,México,14741.28,4606.08
06/06/2017,Guatemala,553.6,16.4
06/06/2017,Guatemala,541.2,199.2
06/06/2017,Guatemala,626.8,12.4
06/06/2017,Guatemala,560,229
06/06/2017,Guatemala,353.6,70.4
06/06/2017,Guatemala,1831.2,219.6
06/06/2017,Guatemala,397.2,130.8
06/06/2017,Guatemala,8878.208,3273.408
06/06/2017,Guatemala,1252.2,337.8
06/06/2017,Guatemala,236,105.6
06/06/2017,Guatemala,395,51.2
06/06/2017,Guatemala,4340.4,390
10/08/2016,Colombia,1615.9616,304.3616
10/08/2016,Colombia,498,159.2
10/08/2016,Colombia,1331.4,52.8
28/03/2018,Panamá,144.72,9.12
30/12/2018,Brasil,446.4,35.2
30/12/2018,Brasil,18307.8,7688.8
09/06/2018,El Salvador,78.8,10.2
09/06/2018,El Salvador,268.6,120.8
09/06/2018,El Salvador,3322.8,963.6
09/06/2018,El Salvador,6185.6,2350.4
09/06/2018,El Salvador,516.8,195.2
22/10/2015,México,10531.894,1455.894
17/11/2015,Nicaragua,6161.4,1971.6
12/06/2016,Honduras,51.24,-16.36
21/09/2015,República Dominicana,1030.4,-244.8
21/09/2015,República Dominicana,308.8,-4
14/07/2015,República Dominicana,93.44,13.84
14/07/2015,República Dominicana,1374.72,309.12
14/07/2015,República Dominicana,121.6,-10.8
21/06/2017,Cuba,5986.8024,1967.4024
20/09/2016,Chile,1243.2,459.2
20/09/2016,Chile,273.2,125.6
22/12/2016,Guatemala,1220,158.4
22/12/2016,Guatemala,691.2,27.6
12/09/2016,Argentina,4098.24,-2459.36
25/02/2015,Cuba,570.6,68.4
23/08/2016,Argentina,374.4,-118.8
01/07/2015,Brasil,2302.2,851.4
01/07/2015,Brasil,110,37.2
01/07/2015,Brasil,2025.6,952
09/06/2018,Brasil,15234.6696,2411.4696
09/06/2018,Brasil,152.4,71.6
05/10/2015,El Salvador,2852.0844,651.2844
16/03/2015,México,1002.6,189
11/06/2016,Brasil,313.28,-250.72
04/05/2017,México,158.4,68
04/05/2017,México,3544.8,1666
04/05/2017,México,906.4,72.4
03/11/2015,México,3362.4,739.2
18/11/2016,República Dominicana,204.96,76.56
18/11/2016,República Dominicana,605.44,-0.96
08/06/2016,Panamá,5090.4,-85.2
08/10/2015,Colombia,213.4,19.2
20/09/2017,México,2326.2,1069.8
20/09/2017,México,388.8,0
18/11/2018,México,378.6,154.8
18/11/2018,México,1617,598
18/11/2018,México,2625.28,-295.52
18/11/2018,México,239.4,102.6
03/06/2018,República Dominicana,368.64,-47.36
08/05/2018,Brasil,613.2,134.4
08/05/2018,Brasil,1627.6,276.4
08/05/2018,Brasil,4354,304
08/05/2018,Brasil,148.4,46
19/03/2017,Brasil,304.8,118.4
19/03/2017,Brasil,3180.8256,981.6256
22/12/2017,México,3204.48,1080.48
22/12/2017,México,1384,41
09/11/2015,Argentina,3947.04,-263.76
25/06/2017,Nicaragua,1464,43
25/06/2017,Nicaragua,1217.2,146
30/09/2018,República Dominicana,4945.32,-247.68
11/06/2015,República Dominicana,3259.8,-2608.2
08/04/2017,Brasil,1015.8,19.8
08/04/2017,Brasil,993,327
08/04/2017,Brasil,219.6,28.2
08/04/2017,Brasil,855,367.2
08/04/2017,Brasil,1288,140.8
08/06/2017,Brasil,646.8,239.2
22/04/2016,Guatemala,1264,366.4
24/08/2017,México,215.4,85.8
02/11/2017,México,878.4,342
11/10/2017,El Salvador,5842,2395.2
12/05/2018,México,956.4,238.8
11/12/2017,Brasil,2932.8,1319.2
01/11/2017,Brasil,1918,402
01/11/2017,Brasil,430.8,210
01/11/2017,Brasil,840,92
09/09/2015,México,406.4,44.4
07/09/2016,México,624.96,202.96
07/09/2016,México,12524.8,-1879.2
07/09/2016,México,6692.1888,1058.5888
07/09/2016,México,2384.48,536.48
